user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
A240.CE.4_bin.25.strict	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS363;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS363;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_937926145.1, s__UMGS363 sp937926145, 95.0, 84.67, 0.256; GCA_900541495.1, s__UMGS363 sp900541495, 95.0, 84.21, 0.227; GCA_900543105.1, s__UMGS363 sp900543105, 95.0, 84.1, 0.206; GCA_934465295.1, s__UMGS363 sp934465295, 95.0, 84.05, 0.203; GCA_900550695.1, s__UMGS363 sp900550695, 95.0, 83.99, 0.204; GCA_945868475.1, s__UMGS363 sp945868475, 95.0, 83.75, 0.206	61.58	11	0.99187	N/A
A240.CE.4_bin.29.strict	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Huintestinicola;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Huintestinicola;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	45.41	11	0.96285	N/A
A240.CE.4_bin.4.strict	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__1XD8-76;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__1XD8-76;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	46.64	11	0.97935	N/A
A240.CE.4_bin.52.permissive	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__	N/A	N/A	N/A	N/A	N/A	GCA_945873955.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp945873955	84.18	0.236	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	87.97	11	0.98686	N/A
A240.CE.4_bin.85.orig	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_945874155.1, s__Cryptobacteroides sp945874155, 95.41, 88.22, 0.445; GCA_022777205.1, s__Cryptobacteroides sp022777205, 95.0, 86.82, 0.326; GCA_022771245.1, s__Cryptobacteroides sp022771245, 95.0, 85.23, 0.228	66.86	11	0.99608	N/A
A240.CE.4_bin.99.strict	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UMGS1766;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UMGS1766;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.9	11	0.95689	N/A
A240.CE.5_bin.132.strict	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	54.31	11	0.96365	N/A
A240.CE.5_bin.16.orig	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS363;s__	N/A	N/A	N/A	N/A	N/A	GCA_946404705.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS363;s__UMGS363 sp946404705	87.98	0.31	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS363;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	71.92	11	0.99429	N/A
A240.CE.5_bin.23.orig	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-303;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-303;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	84.75	11	0.95756	N/A
A240.CE.5_bin.38.strict	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	N/A	N/A	N/A	N/A	N/A	GCA_945913255.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp945913255	87.93	0.333	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	64.75	11	0.98196	N/A
A240.CE.5_bin.43.strict	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	55.26	11	0.98614	N/A
A240.CE.5_bin.45.strict	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bacteroides_F;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bacteroides_F;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	88.32	11	0.9309	N/A
A240.CE.5_bin.59.strict	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_945910395.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp945910395	89.57	0.42	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	40.47	11	0.99451	N/A
A240.CE.5_bin.74.permissive	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__1XD8-76;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__1XD8-76;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	56.24	11	0.98	N/A
A240.CE.5_bin.75.permissive	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	N/A	N/A	N/A	N/A	N/A	GCA_030539285.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp030539285	87.9	0.37	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_022786995.1, s__Faecousia sp022786995, 95.0, 85.95, 0.249; GCA_022775085.1, s__Faecousia sp022775085, 95.0, 85.69, 0.263; GCA_022786965.1, s__Faecousia sp022786965, 95.0, 85.04, 0.203; GCA_945948535.1, s__Faecousia sp945948535, 95.0, 85.02, 0.209; GCA_022772525.1, s__Faecousia sp022772525, 95.0, 84.24, 0.177; GCA_034113565.1, s__Faecousia sp034113565, 95.0, 84.23, 0.198	45.39	11	0.99716	N/A
A240.CE.5_bin.82.permissive	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	55.74	11	0.86572	N/A
A240.CE.7_bin.135.orig	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	64.87	11	0.97087	N/A
A240.CE.7_bin.157.permissive	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS363;s__	N/A	N/A	N/A	N/A	N/A	GCA_946404705.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS363;s__UMGS363 sp946404705	88.3	0.346	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS363;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	68.45	11	0.994	N/A
A240.CE.7_bin.3.strict	d__Bacteria;p__Bacillota;c__Clostridia;o__UBA1381;f__UBA1381;g__Ornithomonoglobus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__UBA1381;f__UBA1381;g__Ornithomonoglobus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	85.76	11	0.97293	N/A
A240.CE.7_bin.40.strict	d__Bacteria;p__Bacillota;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__UBA3206;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__UBA3206;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	89.77	11	0.89793	N/A
A240.CE.7_bin.44.orig	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAKRHR01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAKRHR01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	48.11	11	0.95996	N/A
A240.CE.7_bin.54.permissive	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	77.72	11	0.96793	N/A
A240.CE.7_bin.61.permissive	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	41.96	11	0.94911	N/A
A240.CE.7_bin.71.strict	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__UBA710;s__	N/A	N/A	N/A	N/A	N/A	GCA_002298905.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__UBA710;s__UBA710 sp002298905	88.99	0.506	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__UBA710;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	70.53	4	0.99247	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
A240.CE.7_bin.81.permissive	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__NK4A136;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__NK4A136;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	52.64	11	0.90105	N/A
A240.CE.8_bin.22.orig	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_022776445.1, s__Brotaphodocola sp022776445, 95.0, 85.88, 0.176	47.99	11	0.95815	N/A
A240.CE.8_bin.33.strict	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__HGM13010;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__HGM13010;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	62.49	11	0.97673	N/A
A240.CE.8_bin.57.permissive	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__CAG-274;g__CANRHR01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__CAG-274;g__CANRHR01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	96.66	11	0.86973	N/A
A240.CE.8_bin.58.strict	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	51.25	11	0.86495	N/A
A240.CE.8_bin.72.permissive	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAKRHR01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAKRHR01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	63.94	11	0.95906	N/A
A240.CE.8_bin.88.strict	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	51.07	11	0.99177	N/A
A240.CE.9_bin.109.orig	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__	N/A	N/A	N/A	N/A	N/A	GCA_945873955.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp945873955	84.67	0.221	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	70.87	11	0.98833	N/A
A240.CE.9_bin.140.orig	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1663;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1663;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	81.65	11	0.96317	N/A
A240.CE.9_bin.150.permissive	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__UBA7867;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__UBA7867;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	61.34	11	0.95286	N/A
A240.CE.9_bin.8.strict	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_945923775.1, s__CAG-115 sp945923775, 95.0, 84.94, 0.375; GCA_003531585.1, s__CAG-115 sp003531585, 95.0, 84.57, 0.334; GCA_934456315.1, s__CAG-115 sp934456315, 95.0, 84.27, 0.225; GCA_934446565.1, s__CAG-115 sp934446565, 95.0, 82.96, 0.197; GCA_900768125.1, s__CAG-115 sp900768125, 95.0, 82.06, 0.166	43.59	11	0.99186	N/A
A240.CE.9_bin.98.permissive	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS363;s__	N/A	N/A	N/A	N/A	N/A	GCA_022769565.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS363;s__UMGS363 sp022769565	89.63	0.407	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS363;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	42.67	11	0.99	N/A
A240.CO.2_bin.114.strict	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	86.36	11	0.96314	N/A
A240.CO.2_bin.147.strict	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	41.28	11	0.9741	N/A
A240.CO.2_bin.49.permissive	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__RUG410;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__RUG410;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	72.22	11	0.97244	N/A
A240.CO.2_bin.5.permissive	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__	N/A	N/A	N/A	N/A	N/A	GCA_022781395.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp022781395	90.11	0.482	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	61.66	11	0.98686	N/A
A240.CO.2_bin.93.orig	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1425;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1425;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	40.63	11	0.98378	N/A
A240.CO.2_bin.95.strict	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	60.76	11	0.98769	N/A
A240.CO.2_bin.98.orig	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	75.46	11	0.98958	N/A
A240.CO.3_bin.113.permissive	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	53.24	11	0.98676	N/A
A240.CO.3_bin.129.permissive	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-267;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-267;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_017621635.1, s__CAG-267 sp017621635, 95.0, 84.44, 0.203; GCA_017939155.1, s__CAG-267 sp017939155, 95.0, 83.65, 0.227	90.59	11	0.98807	N/A
A240.CO.3_bin.135.orig	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__1XD8-76;s__	N/A	N/A	N/A	N/A	N/A	GCA_945949875.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__1XD8-76;s__1XD8-76 sp945949875	88.19	0.223	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__1XD8-76;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	74.6	11	0.98198	N/A
A240.CO.3_bin.6.orig	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-303;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-303;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	78.51	11	0.96163	N/A
A240.CO.3_bin.93.permissive	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__	N/A	N/A	N/A	N/A	N/A	GCA_934474025.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus sp934474025	87.92	0.295	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	63.88	11	0.99414	N/A
